iso3,mode_id,specification,definition,restriction_warning,wing
SYR,A14,"Person is the child of a parent who is acquiring citizenship by naturalisation, unless the child resides abroad and he/she retains the citizenship of his/her other parent. Child acquires citizenship at the same time as the parent.",NA,age,parentage
TCD,A14,Person is a minor whose parents are jointly acquiring citizenship and include the child in their application.,NA,age,parentage
TGO,A14,"Person is the child of a father who is acquiring Togolese citizenship. Other conditions: not married, has not served in army of country of origin, has not been expelled, has not been sentenced to 6 months imprisonment.",NA,age,parentage
TJK,A14,Person is the child of a parent who is acquiring citizenship. Child's consent is required if between 14 and 18 years.,NA,age,parentage
TKM,A14,"Person is the child of parents (or single parent) who are acquiring citizenship. If one parent remains a foreign citizen, a joint application of both parents is required. Child's consent is required if between 14 and 18 years.",NA,age,parentage
TLS,A14,"Person is the minor child of a parent who acquires Timorese citizenship by naturalisation, provided that the parent requests for the child to also acquire citizenship.",NA,age,parentage
TON,A14,"Where a non-Tongan obtains naturalization, the King may also, in his discretion, naturalise any child of the person who is a minor under 16 years of age.",NA,age,parentage
TUN,A14,Person is the minor child of a father or widowed mother who is acquiring citizenship.,NA,age,parentage
TUR,A14,Person is a minor whose parent is acquiring citizenship and the other parent consents to the child's acquisition of citizenship.,NA,age,parentage
TWN,A14,"Person is an unmarried minor whose parent acquires citizenship by naturalisation, and the child is included in the naturalisation application.",NA,age,parentage
UZB,A14,Person is a child under the age of 14 years whose parents (or sole parent) are acquiring citizenship. If one parent remains a foreigner the child acquires citizenship upon petition of the parent who is acquiring citizenship. Child's consent is required if between 14 and 18 years.,NA,age,parentage
VNM,A14,"Person is a minor living with his/her parents, and both parents acquire citizenship by naturalisation or restoration. In case only one parent acquires citizenship, the child will acquire citizenship if the parents agree in writing. In case no agreement is reached, the child will acquire citizenship if s/he lives with parent who acquires citizenship. Consent is required if the child is between the age of 15-18.",NA,age,parentage
VUT,A14,Applicant can request that his or her child become a citizen at same time as the applicant.,NA,NA,parentage
XKX,A14,"Person is a minor who is included in the parent's application for naturalisation. If a person is between 14 and 18 years of age, his/her consent is required.",NA,age,parentage
YEM,A14,Person is the minor child of a male applicant for citizenship. Child will obtain citizenship automatically as long as the child is living with the father.,NA,age,parentage
AFG,A16,Person is a former citizen and his/her request for reacquisition is approved by the Council of Ministers and signed by the president.,NA,NA,other
AGO,A16,Person is a former citizen who renounced citizenship or who lost it because s/he worked for a foreign state.,NA,Mode,other
ARE,A16,Person had obtained a foreign citizenship and has meanwhile renounced that citizenship. A minor who lost citizenship may regain it after reaching the age of majority.,NA,Mode,other
ARG,A16,Person lost citizenship due to de facto laws 21.795 and 21.610 (i.e. enacted by the dictatorship). Re-acquisition is automatic unless the person manifests the contrary via judicial process.,NA,Mode,other
ARM,A16,"Person is (1) a citizen of the former Armenian SSR permanently residing on the territory of the Republic of Armenia, who until the enactment of the Constitution has not acquired citizenship of  another State or has rejected that citizenship within 1 year from the day of the enactment of the Armenian Citizenship Law. Or person is (2) a former citizen of the Armenian SSR, who lives outside the Republic of Armenia and has not acquired another citizenship. Or person has (3) lost citizenship of Armenia unless s/he was deprived of it. Or (4) person renounced citizenship after 1995 (exemption from residence and language requirements).  Or (5) person has renounced Armenian citizenship in order to acquire another citizenship, but has not received citizenship of another country.",NA,Mode,other
ATG,A16,Person is a former citizen who had to renounce citizenship in order to acquire or retain citizenship of another country. Other conditions: oath of loyalty.,NA,Mode,other
AUS,A16,Person is eligible to become a citizen again if s/he ceased to be a citizen through renunciation in order to acquire or retain the citizenship of a foreign country or to avoid suffering significant hardship or detriment. Resumption provisions also apply to a child who lost his or her own citizenship as a result of his or her parent(s) ceasing to be citizens for the above reasons.,NA,Mode,other
AUT,A16,"Person was a citizen for 10 years, lost citizenship otherwise than by withdrawal, and is resident in Austria. Administrative infractions are not relevant for the criminal record.; Other conditions: see mode A06.;
Person lost citizenship, otherwise than by withdrawal, while a minor is legally present in Austria and requests reacquisition of citizenship at the age 18 or 19. Other conditions: see mode A06.
Person lost citizenship due to acquisition of citizenship of another country by spousal extension or spousal transfer and applies for reacquisition of citizenship within 5 years after the end of marriage. Other conditions: see mode A06.",NA,Mode,other
AZE,A16,"Person has previously been a citizen of the Azerbaijan Republic, or his/her citizenship has been terminated. No conditions, but application will be rejected for the reasons listed under mode A06.",NA,NA,other
BDI,A16,Person was Burundian citizen from birth and lost it because s/he acquired another citizenship.,NA,Mode,other
BEL,A16,Person has lost citizenship other than by withdrawal and has legally resided in Belgium for at least 12 months immediately preceding the declaration.,NA,Mode,other
BEN,A16,"Person is a former citizen who has not been deprived of citizenship, expelled or sentenced to house arrest.",NA,Mode,other
BFA,A16,"Person is a former citizen. Other conditions: person was not deprived of citizenship or repudiated citizenship, unless there is an exceptional national interest in reacquisition.",NA,Mode,other
BGD,A16,"Person is a former citizen. If person lost citizenship due to the non-renunciation of citizenship of another country or because s/he was deprived of citizenship, the person is not entitled to reacquisition but is dependent on the previous consent of the government.",NA,NA,other
BGR,A16,"Person is a former citizen who has had a permanent residence permit for at least 3 years preceding the application (this requirement is waived if the applicant was of Bulgarian descent). Other conditions: no convictions for an intentional crime in the country of residence or in Bulgaria, and does not pose a threat to the public order, public morals, public health or national security.",NA,NA,other
BHR,A16,"A Bahraini woman who lost her citizenship because she adopted the citizenship of her foreign husband, may reacquire her Bahraini citizenship if marriage ties are broken and she expresses her wish to acquire her original citizenship, and makes Bahrain her usual residence or if she returns to live in Bahrain.;
Citizenship may be restored to any person who has lost citizenship under the provisions of the Bahraini Citizenship Act by virtue of an order issued by the King, without prejudice to the provisions of Article (7), Paragraph (1) of this law.",NA,NA,other
BIH,A16,"Person has been a citizen of BiH and renounced citizenship for the purpose of acquiring or keeping another citizenship, and was granted either permanent residence or temporary residence for at least 1 year prior to submitting a request. Other conditions: see A06.",NA,Mode,other
BLR,A16,Person is a foreign citizen or stateless person and previously was a citizen. Other conditions: see A06 (but residence requirement may be reduced or waved).,NA,NA,other
BLZ,A16,A person who had been a citizen via descent is able to reacquire Belizean citizenship if the following conditions hold: renunciation of other citizenship (if that country so requires it) and residency or intent to reside in Belize. The Minister may refuse to reissue citizenship on ground of public policy. Oath required.,NA,NA,other
BOL,A16,Person is a former citizen who previously renounced citizenship. Children born abroad to parents who previously renounced citizenship have an independent right to apply for citizenship.,NA,Mode,other
BRA,A16,Person lost citizenship by acquiring citizenship of another country.,NA,Mode,other
BRN,A16,"Former citizens who have renounced or been deprived of citizenship are in principle not eligible for reacquisition, but may reacquire citizenship by discretionary approval of the Sultan.",NA,Mode,other
BWA,A16,Person is a former citizen who lost citizenship because of acquiring another citizenship or renouncing Botswana citizenship.,NA,Mode,other
CAF,A16,Person is a former citizen who was not deprived of citizenship and is resident in CAR.,NA,Mode,other
CAN,A16,Person is a former citizen and has been permanently resident in Canada for 1 year immediately preceding the application. Reacquisition can be refused on grounds relating to previous criminal behaviour or public security.,NA,NA,other
CHE,A16,"Person lost Swiss citizenship, is successfully integrated (if he or she lives in Switzerland) or has close ties with Switzerland (if he or she lives abroad), shows respect for public security and order, respects the values enshrined in the Constitution, and is not a risk to Switzerland<d5>s internal or external security. If loss of citizenship occurred more than ten years ago, three years of residence in Switzerland is required.",NA,NA,other
CHL,A16,"Person lost Chilean citizenship under modes L01, L03, or L15.",NA,Mode,other
CHN,A16,Person is a former citizen and has legitimate reasons for reacquiring Chinese citizenship. Other conditions: renunciation of citizenship of another country.,NA,NA,other
CIV,A16,Person is a former citizen who is habitually resident in Cote d'Ivoire. Reacquisition is granted by decree. Not available if citizenship was withdrawn under IVO 54 (on grounds of crime against security of state or ordinary crime) unless person rendered exceptional services to Cote d'Ivoire.,NA,Mode,other
CMR,A16,Person provides evidence that has been a Cameroonian citizen and that s/he is resident in Cameroon.,NA,NA,other
COD,A16,Person proves that he/she has possessed DRC citizenship.,NA,NA,other
COG,A16,Person is a former citizen. Person may not have been subjected to an expulsion order or house arrest. Request can be refused at the discretion of the authorities.;Person has lost citizenship as a child due to the involuntary loss of citizenship by one of his/her parents. Other conditions: see A06 (except residence requirement).,NA,NA,other
COL,A16,Person is a former citizen who lost citizenship due to naturalisation abroad when this was still a ground for loss under Article 9 of the Constitution of 1886. Reacquisition can be extended to minor children but not to spouse. One year's residence and proof of good conduct is required for naturalised citizens who lost their citizenship.,NA,Mode,other
COM,A16,"Person is a former citizen who is habitually resident in Comoros and who was not deprived of citizenship, unless reacquisition represents an exceptional interest for Comoros.",NA,Mode,other
CPV,A16,"Person is a former citizen who lost citizenship through a declaration made during his/her minority, provided that s/he establishes residence in Cape Verde for at least 6 months, or person lost citizenship because s/he renounced, provided that s/he establishes residence in Cape Verde for at least 3 years. Decreto-Lei 53/93 clarifies that procedure is declaration.; Person is a former citizen due to voluntary acquisition of foreign citizenship. Other requirements: see A06 (except residence requirement)",NA,Mode,other
CUB,A16,Person lost citizenship due to acquisition of another citizenship or holding dual citizenship and establishes residence in Cuba. Other conditions: renunciation of citizenship of another country.,NA,Mode,other
CYP,A16,Person is a former citizen who previously renounced citizenship.,NA,Mode,other
CZE,A16,"Person lost Czech or Czechoslovak citizenship prior to 1 January 2014. Excluded are those who lost Czechoslovak citizenship under the President Constitutional Decree No. 33/1945 Coll., under the Treaty between Czechoslovakia and the Soviet Union  (No. 186/1946 Coll.) and those who as of 1 January 1969 became citizens of the Slovak Republic or acquired the citizenship of the Slovak Republic after 1 January 1969 provided they are still Slovak citizens. Or the person is a former Czechoslovak citizen who had resided in the territory of the Czech Republic before emigrating abroad, provided that he/she is not a citizen of the Slovak Republic. Or the person was a Czechoslovak citizen as of 31 December 1992, but was neither a citizen of the Czech Republic nor a citizen of the Slovak Republic (persons who are Slovak citizens are excluded).",NA,Mode,other
DEU,A16,"Person is a former citizen who is resident abroad. Other conditions: no reason for expulsion, entitlement to naturalisation if person is a former citizen who lost citizenship between 1933 and 1945. Acquisition extends to descendants.",NA,NA,other
DMA,A16,"Person is a former citizen who was born in Dominica and had to renounce citizenship in order to acquire or retain citizenship of another country. Citizenship Act stipulates the person must satisfy the Minister that s/he had to renounce Dominican citizenship to remain or become a citizen of another country. Citizenship Act also states that those who have 'qualifying' connections with Dominica (were born there, or were previously citizens through naturalisation or registration), or were married to a Dominica, can reapply for citizenship. Other conditions: oath of loyalty, must be at least 18 years of age.",NA,Mode,other
DNK,A16,"Person is a former citizen by birth who resided in Denmark until the age of 18, and who has resided there for 2 years immediately before submitting the declaration.; exemption from the 2 years residence requirement for former citizens with Nordic citizenship. Or person is a former citizen and lost Danish citizenship by acquisition of another citizenship: if no criminal record, reacquisition by declaration until 31 August 2020.;
Person is a former citizen by birth (Danish born and both parents were citizens or, if only one citizen parent, person was raised by that parent until the age of 18) resided in Denmark until the age of 12 and has been resident in Denmark for 1 year. Other conditions: see mode A06. Person is a former citizen, but not 'Danish born'. The applicant may be exempted from residence requirements. Other conditions: see mode 06.",NA,Mode,other
DZA,A16,"Re-establishment of Algerian citizenship may be granted by decree to any person who, having possessed this citizenship by origin and having lost it, applies for re-establishment after at least 18 months of habitual and regular residence in Algeria.",NA,NA,other
EGY,A16,Person lost or was deprived of citizenship and 5 years have elapsed since that event.; Person lost citizenship during childhood because the father changed citizenship and the person elects to reacquire citizenship within 1 year of reaching the age of majority.,NA,Mode,other
ESP,A16,Person is a former citizen 'by origin' and resident in Spain. Retention of another citizenship is allowed and exemptions to legal residence include emigrants and their children and others for whom the Ministry of Justice decides in exceptional circumstances.,NA,NA,other
EST,A16,Person has lost citizenship as a minor and is resident in Estonia. Other condition: renunciation or automatic loss of citizenship of another country.,NA,Mode,other
ETH,A16,"Person is a former citizen who acquired another citizenship by law. Other conditions: returns to domicile in Ethiopia, renounces citizenship of another country.",NA,Mode,other
FIN,A16,"A former Finnish citizen who has not lost her/his citizenship on the basis of annulment of paternity (mode L13a) or annulment of established maternity (FIN 32) or false information (mode L09) (FIN 33) or on the grounds of a treason, high treason, or terrorism crime (FIN 33a) can reacquire Finnish citizenship by declaration.",NA,Mode,other
FJI,A16,"Former citizen of Fiji who lost citizenship upon acquisition of foreign citizenship can regain Fiji citizenship (Constitution 2013 s 5(4)). An application for citizenship made by former citizen must be granted, save that the Minister can refuse the application if Minister not satisfied the person is of good character (Citizenship Act 2009 s 8(6).",NA,Mode,other
FRA,A16,"Person (minor or adult) is a former citizen. Other conditions: see A06.;

Person lost citizenship by acquiring citizenship of another country (through marriage or naturalisation) or because of continued residence abroad, but maintained cultural, professional, economic or familial links with France or served in the French army, has not committed certain crimes and there is no expulsion order or a ban of residence. Or person is a former member of Parliament, Commonwealth Assembly or the Economic Council of France and establishes residence in France.",NA,NA,other
FSM,A16,"A <d4>national<d5> (a person born of parents one or both of whom are citizens, but who lost citizenship through failure to renounce foreign citizenship) may apply for naturalization. Other criteria include residence in FSM for at least 5 years, renounces foreign citizenship, competence in at least one indigenous language, not convicted of a felony.",NA,Mode,other
GAB,A16,Person lost Gabonese citizenship as a result of a decision made in his or her name while still a child.,NA,Mode,other
GBR,A16,Person has previously renounced citizenship. Entitlement to register if the person has done so in order to obtain citizenship of another country. In other cases registration depends e.g. on person's intention to reside in the UK. Other condition: good character. Special rules for citizens with restricted citizenship rights (from former UK colonies).,NA,Mode,other
GEO,A16,"Person is a former citizen whose citizenship has been terminated a) unlawfully, b) by renunciation, or c) as a result of his/her parent's/parents' choice. Other conditions: knowledge of the language, and positive security check.;
Person is a former citizen who lost citizenship by acquiring a foreign citizenship and applies for reacquisition of citizenship before 31 December 2020. Person must fulfil language requirement and pass a security check. .",NA,Mode,other
GHA,A16,Person lost citizenship under previous provisions prohibiting dual citizenship and applies for a certificate of citizenship.,NA,Mode,other
GIN,A16,"Person is a former citizen, resides in Guinea and has been subjected to a ministerial investigation. Person has not been deprived of Guinean citizenship ex GUI 116 (unless he/she has been rehabilitated) or repudiated Guinean citizenship (certain exceptions apply if person has served in the Guinean military or has provided exceptional services to Guinea).",NA,Mode,other
GMB,A16,Person is a former citizen of The Gambia who lost citizenship on acquiring another and renounces that other citizenship.,NA,Mode,other
GNB,A16,"Person lost citizenship through acquiring another or through renunciation, re-establishes residence in Guinea Bissau and declares that s/he wants to reacquire citizenship. If person lost citizenship due to acquisition of the foreign spouse's citizenship, marriage must have been terminated or annulled.  Government may oppose reacquisition on the same terms as under mode A06.",NA,Mode,other
GNQ,A16,Person has lost citizenship because of a voluntary act.,NA,Mode,other
GRC,A16,"Person is a woman who lost citizenship due to marriage with a citizen of another country, or was a citizen 'by origin' and left Greece between 1946-1949 as a political refugee.",NA,Mode,other
GTM,A16,"Person is a former citizen by birth who had to renounce citizenship to acquire citizenship of another country, and re-establishes residence in Guatemala.",NA,Mode,other
HRV,A16,"Person is a former citizen who has lost citizenship while resident in another country due to the fact that acquisition of citizenship of that country is an employment condition. Other conditions: respect for the legal order, customs and culture of Croatia. If the person lost citizenship as a minor, he/she must reside in Croatia for one year uninterruptedly immediately before making the declaration.",NA,Mode,other
HUN,A16,"Person is a former citizen and resident in Hungary. Other conditions: clean criminal record, no threat to Hungarian interests, and knowledge of Hungarian language.; 
Person was deprived or released from citizenship between 1946 and 1990.;
Person has renounced Hungarian citizenship but cannot acquire another citizenship and claims to restore Hungarian citizenship within 3 years",NA,NA,other
IDN,A16,"Person lost citizenship under modes of loss L02, L13a or L15. No other conditions.",NA,Mode,other
IND,A16,Person is of full age and capacity and was a citizen of independent India (or his/her parent was a citizen of independent India) and has been residing in India for one year. Other conditions: person is not an illegal migrant.,NA,NA,other
IRL,A16,Person was born in Ireland or Northern Ireland has previously renounced Irish citizenship.,NA,Mode,other
IRN,A16,Person has acquired a foreign citizenship and wishes to reacquire Iranian citizenship,NA,Mode,other
IRQ,A16,"Person is a former Iraqi citizen who was denaturalised on political, religious, racist or sectarian grounds.",NA,Mode,other
ISL,A16,"Person is a former citizen who acquired citizenship at birth, was resident in Iceland until the age of 18, and has been resident in Iceland for 2 years. Residence in Iceland is sufficient if person is a citizen of a Nordic country.",NA,NA,other
ISR,A16,"The Minister of the Interior may grant citizenship to children of Israeli parents born outside of Israel and who lost their nationality under ISR 10 of the Nationality Law 1953 while a minor, provided they make an application to the Minister between their 18th and 22nd birthday.",NA,Mode,other
ITA,A16,"Person is a former citizen and has done military service in Italy, or takes up residence in Italy or establishes it within 1 year of the declaration, or lost citizenship because of civil or military service in another country, leaves that position and has been resident in Italy for 2 years.; 
Person has been resident in Italy for 1 year (person can refuse by declaration).",NA,NA,other
JAM,A16,"Person is a former citizen by birth, descent or adoption who previously renounced citizenship.",NA,Mode,other
JOR,A16,"The Council of Ministers, upon the recommendation of the Minister of the Interior, may return the Jordanian nationality to a Jordanian who renounced his Jordanian nationality to acquire another nationality in accordance with the provisions of this law based on a request submitted to the Minister of Interior.;A Jordanian woman who marries a non-Jordanian and then renounces her Jordanian nationality may submit a request for the return of that nationality if the marriage ends for any reason.",NA,Mode,other
JPN,A16,"Person is a former citizen other than by naturalisation and is domiciled in Japan. Other conditions: see A06 (except requirements relating to residence, age, full capacity, and means of living).;
Person who is under the age of 20 and lost citizenship as a result of choosing for another citizenship that was acquired by birth in a foreign country (mode L06) will reacquire Japanese citizenship by making a notification to the Minister of Justice, provided that he/she is domiciled in Japan. A person who lost citizenship after receiving a notice for not choosing either foreign citizenship or Japanese citizenship (mode L06) will reacquire Japanese citizenship by making notification to the Minister of Justice within 1 year after becoming aware of the fact that he/she has lost Japanese citizenship and provided that the foreign citizenship is renounced.",NA,Mode,other
KAZ,A16,Person is a rehabilitated victim of mass political repressions who has been deprived of or involuntary lost citizenship (as well as his/her descendants) and who moved to the country with the aim of permanent residence.; Person is a former citizen and applies for restoration of citizenship.,NA,NA,other
KEN,A16,Person was a Kenyan citizen by birth and lost citizenship because s/he acquired citizenship of another country.,NA,Mode,other
KGZ,A16,"Persons was born in the country, had the citizenship of the former USSR, and has been resident for 1 year. Other conditions: see A06 (except language requirement); Person is a former citizen, has been resident for 1 year, and returned to have permanent residence. Other conditions: see A06 (except language requirement). Or person is a former citizen and resides continuously and legally in the country. Other conditions: see A06 (except language requirement).",NA,NA,other
KIR,A16,A woman who loses Kiribati citizenship by marrying a foreign citizen can apply to regain Kiribati citizenship if her marriage has broken down. (Note gender discrimination.),NA,Mode,other
KNA,A16,"Person is a former citizen who renounced citizenship. Other conditions: no danger to public defence, safety or order, no sentence to death or a prison sentence of at least 12 months, good character, not declared bankrupt, and sufficient means for self-support.",NA,Mode,other
KOR,A16,"Person is a former citizen. Reacquisition can be refused on grounds relating to disorderly behaviour, harm that was inflicted on the state or society, if citizenship was renounced to evade military service, or if reacquisition is deemed inappropriate for reasons of public security or national welfare. Person is required to take an oath.",NA,NA,other
KWT,A16,"Person applies for reacquisition, has lawfully resided in Kuwait for at least 1 year, and has renounced citizenship of another country. Acquisition is by resolution of the Council of Ministers upon the recommendation of the Minister of the Interior.",NA,NA,other
LAO,A16,Person is a former citizen who previously renounced his/her citizenship. Citizenship cannot be reacquired if citizenship was withdrawn by the authorities.,NA,Mode,other
LBN,A16,"Person is a woman who lost citizenship as a result of marriage with a foreigner. She may, upon her request, recover citizenship after the dissolution of her marriage.;Person is of Lebanese origin and resettles in Lebanon",NA,Mode,other
LBR,A16,Person is a woman formerly a citizen who under a prior law lost citizenship automatically by marriage to an alien.,NA,Mode,other
LBY,A16,Person who has emigrated from Libya and lost his/her citizenship can re-acquire it upon submitting the necessary documents.,NA,Mode,other
LCA,A16,"Person is a former citizen who renounced citizenship in order to acquire or retain citizenship of another country. Other conditions: no danger to public defence, safety or order, and oath of loyalty (with exceptions).",NA,Mode,other
LKA,A16,"Person is a former citizen by descent who is resident in Sri Lanka. Other conditions: renunciation of citizenship of another country, intent to continue to ordinarily reside in Sri Lanka, and oath of allegiance. Minister may refuse reacquisition on grounds of public policy and may exempt the person from the renunciation requirement. Reacquisition can be extended to minor children but not to spouse.",NA,NA,other
LSO,A16,Person lost or renounced citizenship upon acquisition or retention of another citizenship.,NA,Mode,other
LTU,A16,"Person is a former citizen, or a descendant of the said citizen. The citizenship is reacquired through restoration or reinstatement. Persons who held citizenship of the Republic of Lithuania before 15 June 1940 and their descendants, who have not acquired citizenship of the Republic of Lithuania before the entry into force of this Law, shall have an indefinite right to reinstate citizenship of the Republic of Lithuania, irrespective of whether they are permanently resident in the Republic of Lithuania or in any other state.",NA,NA,other
LUX,A16,"Person is a former citizen 'by origin'. Other conditions: good reputation (no false statements, no criminal offences). No residence requirement until the end of 2020 (LUX 89).;
A woman who lost citizenship (obtained by origin, option, or naturalisation)  can reacquire it through the registrar of her last place of residence in Luxembourg (no residence required)",NA,NA,other
LVA,A16,"Person is a former citizen under the age of 25 who lost citizenship as a result of a choice made by his/her parents or adopters without his/her written consent, except if the person has acquired citizenship of a country not explicitly listed in the Citizenship Act and to which the restrictions of LAT 11 apply (except the restrictions on military service).; 
Person whose citizenship was withdrawn under mode of loss L06 may only reacquire citizenship 5 years after the period for appealing the withdrawal or a court judgment rejecting the appeal have passed. Other conditions: see A06.
",NA,Mode,other
MAR,A16,Person has lost his/her citizenship and wishes to regain it.,NA,NA,other
MDA,A16,Person may reacquire citizenship provided he/she does not fulfil one of the criteria for refusal of citizenship (see A06) or citizenship has previously been withdrawn.,NA,Mode,other
MDG,A16,Person is former citizen who is resident in Madagascar and was not deprived of citizenship (unless s/he rendered exceptional services).,NA,Mode,other
MEX,A16,Person acquired another citizenship before 1997 and thereby lost Mexican citizenship.,NA,Mode,other
MKD,A16,"Person is a former citizen. Other conditions: see A06 (except renunciation requirement and 8 years of residence in Macedonia).;
Person lost citizenship as a minor due to renunciation, and has uninterruptedly resided in Macedonia for at least 3 years before the age of 25.",NA,NA,other
MLI,A16,Person is a former citizen and is habitually resident in Mali. Other conditions: consideration by Council of Ministers of the reasons for which the person lost citizenship.,NA,NA,other
MLT,A16,"Person was a citizen (by birth, descent or at the point of Maltese independence) who lost citizenship before 10 February, 2000 due to the acquisition or retention of citizenship of another country and who resided abroad for an aggregate period of 6 years. Or the person is a former citizen and takes up permanent residence, but not if citizenship was originally obtained through registration or naturalisation.;
Person was originally a citizen by registration or naturalisation, but re-acquisition may be denied if it is considered contrary to the public interest. Or the person was a citizen by birth/descent before emigration and failed to maintain citizenship because he/she ceased to be a citizen of the United Kingdom and Colonies on Independence Day.",NA,Mode,other
MNE,A16,"Person is a former citizen or their descendant up to the 3rd generation who has resided in Montenegro for 2 years immediately before the naturalisation request. Other conditions: see A06 (except loss/renunciation of citizenship of another citizenship and language competence).;

Person is a former citizen who has lost citizenship due to acquisition of citizenship of another country while resident abroad. Other conditions: loss or renunciation of another citizenship, 1 year uninterrupted residence immediately before the declaration, no threat to the security of Montenegro.",NA,Mode,other
MNG,A16,"Person lost citizenship after being adopted by foreign citizens, shared in the loss of citizenship by the parents (reacquisition is possible only within 5 years after reaching the age of 18), or the person was a citizen at any time after 11 July 1921 and acquired citizenship of another country.",NA,Mode,other
MOZ,A16,Person is a former citizen who establishes domicile in Mozambique and fulfils other requirements established by law.;Person is a female former citizen who lost her Mozambican citizenship due to marriage to a foreigner (no further requirements).,NA,Mode,other
MUS,A16,"Person lost citizenship on acquiring another, or on marriage or and the marriage ends, and is ordinarily resident in Mauritius. If not ordinarily resident in Mauritius restoration of citizenship is discretionary.",NA,Mode,other
MWI,A16,"Person lost or was deprived of citizenship, and minister considers it desirable in all the circumstances of the case. Other conditions: renounce other citizenship.",NA,NA,other
"NAM",A16,Person is a former citizen who applies for restoration of citizenship.,NA,NA,other
NER,A16,Person is a former citizen who was not deprived of citizenship.,NA,Mode,other
NIC,A16,"Person is a citizen by naturalisation who lost citizenship due to acquisition of a foreign citizenship, express renunciation or using both citizenships to enter and exit Nicaragua. 



",NA,Mode,other
NLD,A16,"Person is a former citizen who lost citizenship other than by failure to renounce citizenship of another country (mode L10) and there are no objections to indefinite residence in the Netherlands.;
Person has been resident in the Netherlands for 1 year and there are no objections to indefinite residence in the Netherlands.",NA,NA,other
NOR,A16,"Person is a former citizen who has been resident in Norway for 2 years with work or residence permits of at least 1 year.; Person who lost his/her Norwegian citizenship and has thereafter only been a citizen of Nordic countries, may reacquire the citizenship by declaration if residing in Norway.; Person lost his/her citizenship due to acquisition of, or failure to renounce other citizenship. Exceptions apply where the person has been sentenced to certain criminal sanctions. Other conditions: person must have resided for at least 6 months in Norway before the age of 22, unless the Norwegian citizenship was originally acquired by naturalisation. There is no right to reacquisition if this goes against the vital interest of the state or foreign policy considerations.",NA,NA,other
NPL,A16,"Person lost citizenship due to acquisition of citizenship of another country, returns to reside in Nepal, and shows evidence of having renounced his/her foreign citizenship.",NA,Mode,other
NRU,A16,Person who has renounced citizenship may reapply for Nauruan citizenship.,NA,Mode,other
NZL,A16,"Person lost citizenship through renunciation. S/he may regain citizenship only by way of grant under NEZ 8, 8A or 9.",NA,Mode,other
OMN,A16,"Person has previously renounced his/her citizenship and acquired another citizenship, is of good behaviour, has not been convicted for a crime in breach of trust or honor, has returned to the country, and has renounced his/her other citizenship. Children of those who renounced citizenship can apply 5 years after reaching the age of majority if they fulfil the same further conditions.",NA,Mode,other
PAK,A16,"Person is a former citizen. If person lost citizenship due to the non-renunciation of citizenship of another country or because s/he was deprived of citizenship, the person is not entitled to reacquisition but is dependent on the previous consent of the government.",NA,NA,other
PER,A16,"Person is a former citizen by birth who lost citizenship by renunciation and has been resident in Peru for a continuous period of at least 1 year. Other conditions: exercise a profession or entrepreneurial activity (or show proof that such activities will be exercised shortly), and good behaviour and morals.",NA,Mode,other
PHL,A16,Person is a natural-born citizen and acquired citizenship of another country by naturalisation. Other conditions: oath of allegiance. Reacquisition is extended to unmarried children below the age of 18.,NA,Mode,other
PNG,A16,"Former citizen by automatic citizenship on date of independence (16 September 1975) or by descent can regain citizenship after 5 years residence (reduced to three years residence if person acquired foreign citizenship upon marriage and the marriage breaks down).;
A child who loses PNG citizenship as a result of their parent losing PNG citizenship (Constitution s 74(3)) can apply to regain PNG citizenship. Minister to grant citizenship where that is in the best interests of the welfare of the child.",NA,Mode,other
POL,A16,Citizenship that was lost prior to 1 January 1999 can be reacquired under different regulations.,NA,Mode,other
PRT,A16,"Person is a citizen of another country and a former citizen.;
Person lost citizenship as a minor, or is a woman who lost citizenship due to marriage, or lost citizenship due to voluntary acquisition of citizenship of another country.",NA,NA,other
QAT,A16,"Person has lost citizenship due to acquisition of a foreign citizenship (only if the public interest so requires).;Person is a former citizen by birth who has resided in Qatar for at least 3 years, has lawful means of income, and of good character.",NA,Mode,other
ROU,A16,"Person is a former citizen. No residence requirement. Other conditions: see A06 (except proficiency in Romanian language and knowledge of the country's culture, history, Constitution and national anthem). Or person is a former citizen, by birth or adoption, and lost citizenship for reasons not attributable to him/her. No residence requirement. Other conditions: see A06 (except sufficient means to support him/herself, proficiency in Romanian language and knowledge of the country's culture, history, Constitution and national anthem).",NA,NA,other
RUS,A16,Person is a former citizen and has resided in Russia for 3 years under the permanent residence permit. Other conditions: see A06.,NA,NA,other
RWA,A16,"Person or an ancestor lost citizenship between 1959-1994 upon acquisition of another citizenship and person re-establishes residence in Rwanda. Cannot recover if deprived of citizenship, nor if a security threat.; Person or an ancestor lost citizenship between 1959-1994 upon acquisition of another citizenship and person remains outside of Rwanda. Cannot recover if deprived of citizenship, nor if a security threat.",NA,Mode,other
SAU,A16,Person is the wife of a foreigner and lost her citizenship through obtaining the citizenship of her husband. She has the right to recover her citizenship in case of divorce and return to the Kingdom.,NA,Mode,other
SDN,A16,Person is a former citizen.,NA,NA,other
SLB,A16,A person who has lost or renounced their birth citizenship is eligible to resume their birth citizenship.,NA,NA,other
SLE,A16,Person is a former citizen who lost citizenship on acquisition of another.,NA,Mode,other
SLV,A16,Person is a former citizen by birth or by naturalization.,NA,NA,other
