iso3,mode_id,specification,definition,restriction_warning,wing
NLD,A09,"Person is a minor who is put under joint custody of 2 persons at least one of whom is a citizen who has raised the child for 3 years, and the child's residence is not in another country of which the child is a citizen.",NA,age,parentage
NOR,A09,"Person is a minor whose parent is acquiring or has acquired citizenship by naturalisation. If over 2 years old, the person must have been resident in Norway for 2 years, with residence or work permits of at least 1 year.",NA,age,parentage
NPL,A09,"Person is the child of someone who acquired citizenship under mode A24, and the child was born prior to the parent acquiring citizenship.",NA,NA,parentage
PNG,A09,"Person with one parent or grandparent who was or is eligible to be a citizen can apply to the Minister for citizenship by descent. Criteria: Residence for 12 months in preceding 3 years, good character, renounce other citizenship (unless a dual citizen).",NA,NA,parentage
QAT,A09,"Person is born as the child of a naturalised citizen. Citizenship may also be granted, by a decision of the Emir, to the minor children of a naturalised person who had been residing abroad, after 5 years from the date of their first residence in Qatar, provided that they had not reached adulthood at the time of the application. Such minor children of naturalised persons shall,  within 1 year of reaching the age of majority, declare in writing to the Minister of Interior the renunciation of citizenship if they want to keep their original citizenship. The adult children of a naturalised person may be granted citizenship by an Emiri decision after 15 years have elapsed since taking up residence in Qatar.",NA,age,parentage
RUS,A09,"Person has at least one parent who is a citizen of Russia and who lives in Russia. Other conditions: see A06 (except residency requirement).;
Person is a minor, has one parent who is a citizen, and that parent applies for the child's citizenship. Consent of the other parent is necessary if the child resides abroad.  If person is over the age of 14, his or her consent is required.",NA,NA,parentage
SGP,A09,Person is the child under the age of 21 of a citizen and is resident in Singapore.,NA,age,parentage
SLE,A09,"Person is under the age of 21 years, is born outside Sierra Leone, and parent has acquired citizenship by naturalisation.",NA,age,parentage
SVK,A09,Person is a minor whose legal guardian is a citizen and has been resident in Slovakia for 2 years. Other conditions: see A06.,NA,age,parentage
SWE,A09,Person is a minor whose mother is a citizen of another country and marries a citizen.,NA,age,parentage
SYR,A09,Upon recommendation by the Minister provided that the children have resided in the country for a minimum of two years.,NA,NA,parentage
TJK,A09,Person has a parent who is a citizen and has had permanent and continuous residence for 2.5 years. Other conditions: see A06.,NA,NA,parentage
TUR,A09,Person is the adult child of a parent who has acquired citizenship by naturalisation.,NA,NA,parentage
TWN,A09,"Person is a minor and his/her (adoptive) parent now is a citizen. Provision applies even if the person has legally resided in the territory of the Republic of China for less than 3 years and does not meet the naturalisation requirements relating to age, full capacity, means of support, and language skills.",NA,NA,parentage
TZA,A09,Person is the minor child of a citizen and an application is made on his or her behalf by the parent or guardian.,NA,age,parentage
UKR,A09,Person is a minor and one of his or her parents is a citizen and applies for the child to acquire citizenship. Consent is required if child is over 14.,NA,age,parentage
VCT,A09,Person is under 21 and parent is a citizen.,NA,NA,parentage
VEN,A09,"Person is a minor whose parent acquires citizenship and has parental authority over the child. Child must declare his or her wish to be a citizen before the age of 21, and must have lived uninterruptedly in Venezuela for 5 years before making the declaration.",NA,NA,parentage
VNM,A09,"Person is the natural child of a citizen. Other conditions: see A06 (but requirements relating to language, residence and ability to make a livelihood do not have to be fully met).",NA,NA,parentage
AGO,A10,"Person is a minor who is adopted by a citizen. Other conditions: if person is over 14, s/he must demonstrate willingness to become a citizen.",adoption,age,parentage
ALB,A10,"Person is a minor and is adopted by two citizens, or by one citizen and both parents reside in Albania at the time of adoption, or is stateless or becomes stateless as a result of the adoption.",adoption,age,parentage
ARM,A10,"Person is a child both whose adoptive parents are citizens. If one parent is a foreigner, the child acquires citizenship if a) both parents give their consent, or b) the child resides in the country, or c) the child would otherwise be stateless.",adoption,age,parentage
ATG,A10,"Person is a minor who is adopted by a citizen or, in case of joint adoption, by a male citizen. Other conditions: oath of loyalty.",adoption,age,parentage
AUS,A10,Person is adopted under a law in force in a State or Territory of Australia by a citizen present in Australia as a permanent resident at that time.; Person is adopted in accordance with the Hague Convention on Intercountry Adoption or a bilateral agreement by a citizen present in Australia for a total period of at least 2 years at any time before the person made the application.,adoption,NA,parentage
AUT,A10,"Person younger than 14 years obtains Austrian nationality when adopted by an Austrian national. Conditions: The person must live in Austria or the adopting Austrian must live outside Austria for at least 12 months. The granting of citizenship must not have an adverse impact on the international relations of the Republic of Austria and the person must have an <d4>affirmative attitude towards the Republic of Austria<d5>, and he or she must not represent a danger to public law, order and security including any other public interest that is covered by Art. 8(2) ECHR.",adoption,NA,parentage
AZE,A10,"Person is adopted by parents who are both citizens. If only one parent is a citizen, the child will acquire citizenship by consent of the adopters. Child's consent is required if s/he is between 14 and 18 years old.",adoption,age,parentage
BDI,A10,"Minor child is the subject of full adoption by a citizen, provided that s/he resides in Burundi at the time of the adoption.",adoption,NA,parentage
BEL,A10,"Person is born in Belgium and adopted by a citizen, or person is born in another country and adopted by a citizen who (1) was born in Belgium or (2) applies for citizenship for the person within five years after the adoption or (3) the person holds no other citizenship.",adoption,NA,parentage
BEN,A10,Person is a minor adopted by a citizen.; Person is an adult adopted by a citizen. Other conditions: see A06 (except residence requirement).,adoption,NA,parentage
BFA,A10,Person is adopted by a citizen.,adoption,NA,parentage
BGR,A10,Person has been adopted by a citizen.,adoption,NA,parentage
BHS,A10,"Person is a minor who is adopted by a citizen or, in case of joint adoption, by a male citizen.",adoption,age,parentage
BIH,A10,Person is a minor who is adopted by a citizen (full adoption).,adoption,age,parentage
BLR,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
BRA,A10,Person is adopted by a citizen.,adoption,NA,parentage
BRB,A10,"Person is a minor who is adopted by a citizen or, in case of joint adoption, by a male citizen.",adoption,age,parentage
BWA,A10,Person is a child under the age of 3 years.; Person is a child over the age of 3 years and other conditions apply: good character (if sufficiently mature to have formed character).,adoption,age,parentage
CAF,A10,"Person is a child adopted by a citizen, has been resident for at least 5 years and makes a declaration during his/her minority. Other conditions: government may oppose acquisition within 6 months of the declaration.; Person is an adult adopted by a citizen. Other conditions: see A06 (except that residence period may be waived).",adoption,NA,parentage
CAN,A10,"Person is a minor and adoption is in the child's best interests, created a genuine relationship of parent and child, was in accordance with laws, did not circumvent legal requirements for international adoption, was not entered into primarily  acquiring immigration status or citizenship. Or person is an adult and a genuine relationship of parent and child existed before the person attained the age of 18 years as well as at the time of the adoption. Adult adopted person must fulfil ordinary residence requirements  (see A06) and have an adequate knowledge of one of the official languages of Canada.",adoption,NA,parentage
CHE,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
CIV,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
CMR,A10,Person was adopted by a citizen as a child and is habitually resident in Cameroon. Other conditions: declaration must be made within 6 months preceding majority.,adoption,age,parentage
COD,A10,"Person is a minor who is adopted by a citizen.;Person has reached the age of majority and has been adopted by a citizen. Person must have resided in DRC for at least five years, speak a national language, and renounce foreign citizenship.",adoption,NA,parentage
CPV,A10,Person is a stateless minor adopted by a citizen.; Person is a minor of foreign or unknown citizenship who is adopted by a citizen.,adoption,age,parentage
CYP,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
CZE,A10,"Person is a minor, adopted by citizen of the Czech Republic, and the adoption was decided by the Czech authorities. If the adoption took effect through the decision of a foreign authority, citizenship is acquired upon the recognition of the foreign adoption.

",adoption,age,parentage
DEU,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
DMA,A10,"Person is a minor who is adopted by a citizen born in Dominica.;



Person is a minor who is adopted by a citizen but does not acquire citizenship automatically [under Const 100(1)c in conjunction with DOM 5]. Other conditions: 3 years' residence in Dominica and oath of loyalty. Minister is explicitly allowed to waive certain requirements.",adoption,age,parentage
DNK,A10,"Person is under the age of 12 and is adopted by a citizen.;
Person is 12 years or older and is adopted by a citizen. Other conditions: see A06.",adoption,age,parentage
DOM,A10,Person is a minor who is adopted by a citizen. Person can definitively opt for Dominican citizenship within 2 years after reaching the age of majority. No further requirements.,adoption,age,parentage
ECU,A10,Person is a minor adopted by a citizen.,adoption,age,parentage
ERI,A10,Person is legally adopted by an Eritrean citizen.,adoption,NA,parentage
ESP,A10,"Person is a minor who is adopted by a citizen, can maintain the nationality of origin if so established by the legal system of the country of origin. Other conditions: see mode A06.;
Person is an adult, or the citizenship application is made 2 years after the adoption. Other conditions: see mode A06.; 
Person is, or has been, under legal guardianship of a citizen appointed by the state to act as parent of an individual in need of protection. Other conditions: see mode A06.; 
Person has been subject to guardianship of a citizen or public institution in Spain for at least 2 years and has been resident there for 1 year.  Other conditions: see mode A06.",adoption,NA,parentage
EST,A10,Person is a minor who is adopted by a citizen. Renunciation or automatic loss of citizenship of another country.,adoption,age,parentage
ETH,A10,"Person is a child adopted by an Ethiopian citizen who lives in Ethiopia with the adopting parent, the other parent has expressed consent if a foreigner, and child renounces citizenship of another country.",adoption,age,parentage
FIN,A10,"Person is a minor under the age of 12 who is adopted by a citizen.;
Person is a minor who is adopted by a citizen after the age of 12.",adoption,age,parentage
FJI,A10,"If application for registration is made after child is 18, residence in Fiji for 3 of 5 preceding years required.",adoption,NA,parentage
FRA,A10,"Person is a minor who is adopted by a citizen.;
Person is a minor who is adopted by a citizen by means of a 'simple adoption'.",adoption,age,parentage
GAB,A10,Person is a child adopted by a citizen.,adoption,age,parentage
GBR,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
GHA,A10,Person is a child of not more than 16 years who is adopted by a citizen.,adoption,age,parentage
GIN,A10,"Person is a minor child and adopted by a citizen in conformity with legal requirements. A 'simple adoption' is not sufficient.;Person is adopted by a citizen, has reached the age of majority and resides in Guinea. Person may not have been convicted for an act against the fundamental interests of the nation or terrorism or to a prison sentence of more than six months (unless the sentence has been suspended). Person may not be subjected to an expulsion order or entry ban and may not have resided in Guinea irregularly.;Person is adopted by a citizen by 'simple adoption'. Other conditions: see A06 (except no residence period).",adoption,NA,parentage
GNB,A10,Person is fully adopted by a citizen.,adoption,age,parentage
GNQ,A10,Person is a minor formally and fully adopted by a citizen.,adoption,age,parentage
GRC,A10,Person is adopted by a citizen.,adoption,NA,parentage
GRD,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
GUY,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
HRV,A10,Person is a minor who is adopted by a citizen (acquisition retroactive to birth).,adoption,age,parentage
HTI,A10,Person is adopted by a citizen (by declaration within 1 year after reaching the age of majority). Other conditions: renunciation of another citizenship.,adoption,NA,parentage
HUN,A10,Person is adopted as a minor by a citizen and has been resident in Hungary for 3 years. Exemption from 'state interest' clause. Other conditions: see A06.,adoption,age,parentage
IDN,A10,Child is below the age of 5 and is adopted by Indonesian citizens.,adoption,age,parentage
IRL,A10,Person is adopted by a citizen.,adoption,NA,parentage
ISL,A10,Person is a minor under the age of 18 who is adopted by a citizen.,adoption,age,parentage
ISR,A10,"Person is a minor who is adopted. Other conditions: person is adopted under the 1981 law for adopting children and his adoptive father or mother is a citizen. Or, when adopted outside Israel, his adoptive father or mother are citizens on the basis of clauses A to E in ISR 4A2, provided that the adopters were not residents of Israel on the day of the adoption and both adoptive parents give their consent.",adoption,age,parentage
ITA,A10,"Person is a minor who is adopted by a citizen.;
Person is an adult who is adopted by a citizen and has been resident in Italy for 5 years. Other conditions: see A06.",adoption,age,parentage
JAM,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
JPN,A10,"Person is adopted by a citizen, has been domiciled in Japan for 1 consecutive year, and was a minor according to the law of his/her native country at the time of the adoption. Other conditions: see A06 (except requirements relating to age, full capacity, and means of living).",adoption,NA,parentage
KAZ,A10,"Person is a child who is adopted by parents who are citizens. If one parent is a foreigner, their joint written consent is required.",adoption,age,parentage
KEN,A10,"Person is a minor child who is adopted by a citizen. Other conditions: proof of Kenyan citizenship of adopting parent, valid adoption certificate and proof of lawful residence of the child in Kenya.",adoption,age,parentage
KGZ,A10,"Person is adopted by a citizen. If person is adopted by a couple one of whom is a foreigner, the written consent of both adoptive parents is required (not necessary if the child is stateless). Child's consent is required between the age of 14 and 18.",adoption,age,parentage
KHM,A10,Person is adopted by a citizen through full adoption.,adoption,NA,parentage
KIR,A10,"Child becomes a citizen if the adopter, or in the case of a joint adopter <d0> the male adopter <d0> is a citizen (gender discrimination)",adoption,age,parentage
KNA,A10,Person is minor who is adopted by a citizen.,adoption,age,parentage
KOR,A10,"Person is adopted by a citizen while being an adult under South Korean law at the time of the adoption, and the person has been domiciled in South Korea for 3 consecutive years. Other conditions: see A06 (except permanent residence status requirement)",adoption,NA,parentage
LAO,A10,"Person is a minor who is adopted by a married couple consisting of two citizens. In case one parent is a citizen and the other parent is a citizen of another country or stateless, the child will acquire citizenship upon agreement by the adoptive parents.",adoption,age,parentage
LCA,A10,Person is under the age of 21.;Person is adopted by a citizen.,adoption,age,parentage
LIE,A10,Person is a child who has not yet reached the age of 10 and is adopted by a citizen.; Person is minor whose parent marries a citizen who adopts the minor child.,adoption,age,parentage
LSO,A10,"Person is the minor child, including an adopted child or child under legal guardianship, of a citizen. Other conditions: lawfully resident for at least 5 years, and good character.",adoption,age,parentage
LTU,A10,Person is adopted by a citizen.,adoption,NA,parentage
LUX,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
MDA,A10,"Person is a minor who is adopted by a citizen. If one adopting parent is not a citizen, a joint decision is required on the child's citizenship. Child's consent is required if he/she is 14 years or older.",adoption,age,parentage
MDG,A10,"Person is adopted by a citizen, opts for citizenship before majority, and has been resident for at least 5 years. Other conditions: the government may oppose acquisition on grounds that the child is undeserving, is not sufficiently assimilated, or has serious mental or physical incapacity.",adoption,age,parentage
MEX,A10,"Person is an adopted minor or a minor descendant to the second degree, the citizen-parent exercises parental authority, and the person has been resident in Mexico for 1 year continuously prior to the application. Person can apply him/herself within 1 year after reaching the age of majority if the citizen exercising parental authority did not do so while person was a minor. Other conditions: see A06.",adoption,NA,parentage
MHL,A10,"Person can apply to High Court for citizenship by registration if adopted under the laws of the Marshall Islands as a child by a person then a citizen and has been resident in RMI for at least 5 years. If over 18, required to take oath and renounce other citizenship.",adoption,NA,parentage
MKD,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
MLT,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
MNE,A10,"Person is adopted by a citizen and does not have citizenship of another country.;

Person is adopted by a naturalised citizen in a weak adoption, resides in Montenegro, and does not have or renounces citizenship of another country. Consent is required if the person is over the age of 14.",adoption,NA,parentage
MOZ,A10,Person is fully adopted by a citizen.,adoption,NA,parentage
MUS,A10,"Person is a minor child who is the subject of an adoption order and the adopter, or in case of a joint adoption the male adopter, is a citizen.",adoption,age,parentage
"NAM",A10,Person is a minor child  who is adopted by a citizen and birth is registered in accordance with the requirements listed in the act.,adoption,age,parentage
NLD,A10,"Person is a minor who has been adopted by a citizen (acquisition 3 months after judicial decision).;
Person is an adult who is adopted by a citizen. Other conditions: see A06.",adoption,age,parentage
NOR,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
NRU,A10,"A non-citizen child adopted by one or more citizens, present in Nauru and with prior approval from Minister becomes a citizen upon court making an adoption order.",adoption,age,parentage
PAN,A10,Person is born abroad and adopted by Panamanian citizens before the age of 7.,adoption,age,parentage
PNG,A10,"Citizenship status to be determined by reference to natural parents, unless the Minister decides to allow an adoptive parent or grandparent (including adoption by custom) to be taken into account where the result would be to recognise citizenship",adoption,NA,parentage
POL,A10,Child is adopted by a Polish citizen (full adoption) before the age of 16. The adopted child is considered a Polish citizen from birth.,adoption,age,parentage
PRT,A10,"Person is a minor who is adopted by a citizen after the entry in force of the Law 37/1981. Other conditions: no effective link with another country, no conviction for committing a crime that carries a prison sentence of 3 years or more, and no public function or non-obligatory service for a foreign state.;
Person (minor or adult) was adopted by a citizen before the entry in force of the Law 37/1981. Other conditions: no effective link with another country, no conviction for committing a crime that carries a prison sentence of 3 years or more, and no public function or non-obligatory service for a foreign state.",adoption,age,parentage
ROU,A10,"Person (adult or minor) is adopted by two persons who are both citizens, or by one single person who is a citizen. Consent required if person is an adult.;
Person is adopted by two persons of whom only one is a citizen. By mutual consent of parents or by court decision based on person's best interests. Consent required if person is 14 years or older.",adoption,NA,parentage
RUS,A10,"Person is a minor and adopted by two citizens, or one citizen and one stateless person, or the sole adopter is a citizen. Citizenship is acquired from the moment of adoption, upon an application by the adopter who is a citizen. If the child is adopted by one citizen and one foreigner, upon an application from both parents. If the child and the adopters reside in Russia, and no application has been submitted within a year after adoption, the child acquires citizenship anyway.  If person is over the age of 14, his or her consent is required.",adoption,age,parentage
RWA,A10,Person is a minor child who is adopted by a citizen.,adoption,age,parentage
SEN,A10,Person is a child who has been fully adopted by a citizen.,adoption,age,parentage
SGP,A10,"Person is the child under the age of 21 of a citizen, is resident in Singapore, and has been adopted by an order of a court in accordance with the provisions of any law in force in Singapore. References to a person's father or to his parent or to one of his parents shall be construed as references to the adopter.",adoption,age,parentage
SRB,A10,"Person is a minor who is adopted by a citizen.;
Person is adopted by a citizen (in a weak adoption) and resides in Serbia with the adoptive parent. Consent is required if the person is over the age of 14.",adoption,age,parentage
STP,A10,Person is fully adopted by a citizen.,adoption,NA,parentage
SUR,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
SVK,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
SVN,A10,Person is a minor who is adopted by a citizen. Child's consent is required if he/she is 14 years or older.,adoption,age,parentage
SWE,A10,"Person is a minor under the age of 12 and adopted by a citizen. The child is adopted in Sweden, Denmark, Finland, Iceland or Norway, or adopted through a foreign adoption decision made in accordance with the Hague Convention (No 54) on Protection of Children and Cooperation in Respect of Intercountry Adoption, or according to Law (2018:1289) on Adoption in International situations.",adoption,age,parentage
SWZ,A10,Person is a child adopted by a citizen under legislation relating to adoption or customary law.,adoption,age,parentage
SYC,A10,Person is a minor child legally adopted by a citizen.,adoption,age,parentage
TCD,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
TJK,A10,"Persons is adopted by a citizen or a couple one of whom is a citizen and the other is stateless. If one of the adopting parents is a foreigner, the child acquires citizenship based on an application submitted by the adoptive parents.",adoption,NA,parentage
TKM,A10,"Person is adopted by two citizens or by a parent who is a citizen and another who is stateless, and the person is resident in Turkmenistan. If one adoptive parent is a foreigner, the written consent of both spouses is required. Child's consent is required if between 14 and 18 years.",adoption,age,parentage
TLS,A10,Person is a minor who is adopted by a citizen.,adoption,NA,parentage
TTO,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
TUN,A10,Person is an unmarried minor who is adopted by a citizen.,adoption,age,parentage
TUR,A10,Person is a minor who is adopted by a citizen. Other condition: does not pose a threat to national security.,adoption,age,parentage
TUV,A10,Person who is adopted by a citizen (or person who would be a citizen by operation of law but for his or her death) can apply to be registered as a citizen.,adoption,NA,parentage
TWN,A10,"Person is domiciled in Taiwan, has been resident for 3 continuous years of which at least 183 days annually, and is adopted by a citizen. Other conditions: see A06.",adoption,NA,parentage
UGA,A10,Person is a child adopted by a citizen.,adoption,age,parentage
UKR,A10,"Person is a minor and at least one of the adopters is a citizen (citizenship is acquired from the moment of adoption). Or person is an adult and stateless, and at least one of the adopters is a citizen (citizenship is acquired when the court's decision about adoption comes into force). Consent is required if child is over 14.",adoption,age,parentage
USA,A10,Person is the minor child of a citizen who has parental authority and the child legally and permanently resides in the United States.,adoption,age,parentage
UZB,A10,"Person is adopted by a citizen or a couple one of whom is a citizen and the other is stateless. If one adoptive parent is a foreigner, the agreement of both parents is required. Child's consent is required if between 14 and 18 years. Renunciation of other citizenship is required (unless person is stateless).",adoption,age,parentage
VCT,A10,Person is under 21.;Person is adopted by a citizen.,adoption,NA,parentage
VNM,A10,"Person is a minor who is adopted by a citizen. Consent is required if child is between the age of 15-18.; Person is a minor who is adopted by a citizen while the other adopting parent is a citizen of another country. Other conditions: see A06 (except requirements relating to full capacity, respect for the law, Vietnamese language, residence and livelihood). Consent is required if child is between the age of 15-18",adoption,age,parentage
VUT,A10,A child adopted becomes a citizen on the day of adoption if  one or both adopting parents is a citizen.,adoption,age,parentage
XKX,A10,Person is a minor who is adopted by a citizen.,adoption,age,parentage
ZAF,A10,Person is adopted by a citizen and birth is registered in accordance with Births and Deaths Registration Act.,adoption,NA,parentage
ZMB,A10,Person is a child adopted by a citizen and resident in Zambia.,adoption,age,parentage
ZWE,A10,Person is a child who is adopted by a citizen.,adoption,age,parentage
ARM,A11,Person has a child who is a citizen. Other conditions: see A06 (except residence requirement and language proficiency).,relatives,NA,family
ATG,A11,"Parent or grandparent of the citizenship by investment applicant. Other conditions: must be over 65 years old, living with the applicant and fully dependent on the applicant.",relatives,NA,family
BEL,A11,"Person is the parent of a citizen. Other conditions: Belgian citizen must be a minor, proficiency in language of the country (certification), no convictions for serious criminal offence, adequate social integration in local community, 5 years of residence in Belgium.",relatives,NA,family
BOL,A11,Person has children or foster parents who are citizens. Other conditions: see A06 (residence requirement is reduced to 2 years).,relatives,NA,family
BRA,A11,"Person has a Brazilian child, has been continuously resident in Brazil for at least 1 year immediately prior to the application and continues to do so. Other conditions: see A06.",relatives,NA,family
COL,A11,Person has Colombian children and has been legally resident in Colombia for a continuous period of 2 years immediately preceding the application. Other conditions: see A06.,relatives,NA,family
CPV,A11,Person is born abroad and one grandparent is a citizen from birth.,relatives,NA,family
DMA,A11,"Person is the parent or grandparent of the main citizenship by investment applicant. Other conditions: person is over 65 years, lives with, and is fully dependent on the main applicant.",relatives,NA,family
FRA,A11,"Person is aged 65 at least, lawfully and habitually residing for more than 25 years in France, and parent of a French citizen",relatives,NA,family
GHA,A11,Person is born in or outside Ghana and one grandparent is a citizen.,relatives,NA,family
GRC,A11,Person has parental responsibility for a citizen and has resided in Greece for 3 years. Other conditions: see A06.,relatives,NA,family
HUN,A11,Person is the parent of a minor who is a citizen and the parent has been resident in Hungary for 3 years. Other conditions: see A06.,relatives,NA,family
KHM,A11,Person is the parent of a minor child who is a citizen.,relatives,NA,family
KNA,A11,"Person is the grandchild of a person who, prior to Sep 19, 1983, was a British citizen or a British Dependent Territory citizen and who would have become a Kittitian via Article 90a-b upon Independence except that s/he died or renounced citizenship.",relatives,NA,family
LCA,A11,"Person is the parent of someone who acquired citizenship by investment, is over 65 years, fully supported by the applicants and physically or mentally challenged.",relatives,NA,family
MDA,A11,Person has been resident in Moldova for 3 years with a child who is a citizen. Other conditions: see mode A06.,relatives,NA,family
MEX,A11,"Person has been resident in Mexico for 2 years and is a direct descendant of a citizen by birth (exemption from residence requirement is possible under certain circumstances), or has Mexican children who are citizens by birth. Other conditions: see A06. No residence requirement applies if the person is a second-degree descendant of a citizen by birth, and neither has another citizenship nor is recognised by another state.",relatives,NA,family
MHL,A11,"Person has been resident for three years and is a parent of a child who is a citizen. The High Court considers applications for registration. The Cabinet or the Minister may issue a certificate that the person is a fit and proper person in interests of national security. The High Court is not to grant registration unless satisfied person is not a threat, danger or risk to national security. Citizen by registration must renounce other citizenship.",relatives,NA,family
NGA,A11,"Person is born in Nigeria to a grandparent who is a citizen by birth.; Person is born outside Nigeria to a grandparent who is a citizen and applies to be registered, is of good character and intends to be domiciled in Nigeria.",relatives,NA,family
NIC,A11,Person has Nicaraguan children and has been permanently resident in Nicaragua for 2 years.,relatives,NA,family
PNG,A11,"Person with one parent or grandparent who was or is eligible to be a citizen can apply to the Minister for citizenship by descent. Criteria: Residence for 12 months in preceding 3 years, good character, renounce other citizenship (unless a dual citizen).",relatives,NA,family
PRT,A11,"Person is an ancestor of a Portuguese citizen of origin. Conditions: residence in Portugal, for at least 5 years immediately before the naturalization<ab>s request, and the ancestry must be established at the moment of the Portuguese citizen<ab>s birth.;
Person was born abroad and is the grandchild of a citizen, who has not lost his or her citizenship. No residence requirement. Other conditions: declaration of will to acquire the Portuguese nationality, proof of an effective connection to the Portuguese community.",relatives,NA,family
RUS,A11,"Person is a parent of a citizen who resides in Russia. Other conditions: see A06 (except residence requirement). Additional conditions: person is unable to work and the child who is a citizen is and over 18 is able to work, or the child who is a citizen is under 18 or has limited legal capacity and his or her other parent is either dead, of limited legal capacity, or has limitations on his or her parental rights.",relatives,NA,family
SLB,A11,"At least one parent, grandparent or great grandparent is or was a birth citizen. Person must also be of good character and likely to reside in or maintain a close and continuing relationship with Solomon Islands",relatives,NA,family
TKM,A11,"Person is a citizen of the former USSR, and either has a close relative in Turkmenistan or has arrived for the purpose of habitual residence. Other conditions: see A06 (but residence requirement may be shortened).",relatives,NA,family
TWN,A11,Person takes care of a (legally incapacitated) child who is a citizen.; Person is the guardian or auxiliary person of a citizen.,relatives,NA,family
VNM,A11,"Person is the natural parent of a citizen. Other conditions: see A06 (but requirements relating to language, residence and ability to make a livelihood do not have to be fully met).",relatives,NA,family
WSM,A11,Person born outside Samoa who has at least one grandparent who is a citizen by birth (citizenship by descent).,relatives,NA,family
ZWE,A11,Person is born in Zimbabwe and his/her grandparent is a citizen by birth or descent.,relatives,NA,family
ALB,A12a,"Person is a direct descendant up to the 2nd generation and has been resident in Albania for at least 3 continuous years. Other conditions: see A06
",relatives,NA,family
ARG,A12a,Person is the child of a father who acquired citizenship of another country by naturalisation. Other conditions: he or she enrols in the National Guard under the time-conditions prescribed by pertinent law.,relatives,NA,family
ARM,A12a,Person is the child of a parent(s) who held citizenship of the country in the past or the person was born on the territory of the country and applies for citizenship of Armenia within 3 years of reaching the age of 18 years. Other conditions: see A06 (except residence requirement).,relatives,NA,family
AUS,A12a,Person is born outside of Australia and is the child of a former Australian citizen who lost his/her citizenship under pre-2002 provisions which provided for loss of citizenship on acquisition of another citizenship.,relatives,NA,family
COD,A12a,Person is the child of a former citizen.,relatives,NA,family
CZE,A12a,"Person is a direct descendant of a person who was a Czechoslovak citizen as of 31 December 1992, but was neither a citizen of the Czech Republic nor a citizen of the Slovak Republic.; Person whose at least one parent or one grandparent is or was a former Czechoslovak or Czech citizen provided that  the person is not a Slovak citizen on the date of the declaration. 
The provision covers only children and grandchildren of former citizens defined in Section 31(1) See A 16 bellow. (CZE31(3))",relatives,NA,family
DEU,A12a,Person descends from a former citizen and is resident abroad. Other condition: no reason for expulsion.,relatives,NA,family
DNK,A12a,"Person entered Denmark before the age of 20, is the child of a person who was a citizen by birth, has turned 18 at the time of application, and resided in Denmark for 2 years. Other conditions: see mode A06.",relatives,NA,family
ESP,A12a,Person is a minor born in Spain to a former citizen. Other conditions: see mode A06,relatives,NA,family
GNQ,A12a,Person is a direct descendant of a father or mother who was originally Equato-guinean. Other conditions: see A06 (except that residence period is reduced to 1 year).; Person is second generation descendant subject to parental authority of a citizen and naturalisation was not obtained during the person's childhood. Other conditions: see A06 (except that residence period is reduced to 2 years).,relatives,NA,family
GRC,A12a,Person has an ancestor who is proven to be a citizen.,relatives,NA,family
HUN,A12a,"Person is a descendant of a (former) citizen. Other conditions: clean criminal record, no threat to Hungarian interests, and knowledge of Hungarian language.",relatives,NA,family
IRN,A12a,Person has a father who acquired a foreign citizenship and wishes to (re)acquire Iranian citizenship (subject to approval),relatives,NA,family
ISR,A12a,Person who is a descendant of a person who was a citizen under ISR 3A(a) shall be a citizen by residence in Israel if s/he is not a citizen by virtue of any other provision of the Nationality Law and was a resident of Israel and was registered in the Population Register on the date of the 5740 amendment.,relatives,NA,family
ITA,A12a,"Person is the child or grandchild of someone who was a citizen by birth and the person has been resident in Italy for 3 years. Other conditions: see mode A06.; 
Person is the child or grandchild of someone who was a citizen by birth and the person has done military or civil service for Italy, in the country or abroad, or is 18 years and has been resident in Italy for 2 years before the age of 18.",relatives,NA,family
JPN,A12a,Person is a descendant of a former citizen has been domiciled or resident in Japan for 3 continuous years. Other conditions: see A06.,relatives,NA,family
KOR,A12a,"Person is the child of a person who was a citizen, and has been domiciled in South Korea for a continuous period of 3 years. Other conditions: see A06 (except permanent residence status requirement).",relatives,NA,family
